#,Age,City,College,Conference,Division,Exp.,Ht.,Name,Pos.,Team,Team Logo,Team Roster,Wt.
"",29,"East Rutherford, NJ",Northwestern,NFC,NFC-East,5,6-4,"Bryant, Corbin",NT,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,300
11,29,"Nashville, TN",Monmouth (Ill.),AFC,AFC-South,2,6-4,"Tanney, Alex",QB,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,220
14,29,"Cincinnati, OH",Texas Christian,AFC,AFC-North,7,6-2,"Dalton, Andy",QB,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,220
15,29,"Baltimore, MD",Arkansas,AFC,AFC-North,7,6-6,"Mallett, Ryan",QB,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,250
15,29,"Buffalo, NY",North Carolina,AFC,AFC-East,9,6-1,"Tate, Brandon",WR,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,195
15,29,"Glendale, AZ",California,NFC,NFC-West,6,6-0,"Ross, Jeremy",WR,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,215
15,29,"Oakland, CA",Texas Tech,AFC,AFC-West,9,6-1,"Crabtree, Michael",WR,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,214
16,29,"Indianapolis, IN",Wisconsin,AFC,AFC-South,7,6-2,"Tolzien, Scott",QB,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,213
17,29,"East Rutherford, NJ",East Carolina,NFC,NFC-East,6,5-10,"Harris, Dwayne",WR,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,202
19,29,"Atlanta, GA",The Citadel,NFC,NFC-South,8,5-11,"Roberts, Andre",WR,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,192
2,29,"Minneapolis , MN",UCLA,NFC,NFC-North,5,5-11,"Forbath, Kai",K,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,197
20,29,"Dallas, TX",Arkansas,NFC,NFC-East,9,6-1,"McFadden, Darren",RB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,210
20,29,"Miami, FL",Georgia,AFC,AFC-East,8,6-1,"Jones, Reshad",S,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,214
21,29,"Indianapolis, IN",Illinois,AFC,AFC-South,9,5-11,"Davis, Vontae",CB,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,207
21,29,"Oakland, CA",Utah,AFC,AFC-West,9,6-3,"Smith, Sean",CB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,218
21,29,"Philadelphia, PA",Florida State,NFC,NFC-East,8,5-11,"Robinson, Patrick",CB,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,191
23,29,"Foxboro, MA",Oregon,AFC,AFC-East,9,5-11,"Chung, Patrick",S,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,215
23,29,"Pittsburg, PA",Ohio,AFC,AFC-North,9,6-1,"Mitchell, Mike",S,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,221
24,29,"Philadelphia, PA",Fresno State,NFC,NFC-East,8,6-0,"Mathews, Ryan",RB,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,220
24,29,"Washington, DC",Coastal Carolina,NFC,NFC-East,6,6-0,"Norman, Josh",CB,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,200
25,29,"East Rutherford, NJ",North Carolina,NFC,NFC-East,4,5-11,"Draughn, Shaun",RB,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,205
25,29,"Houston, TX",Alabama,AFC,AFC-South,7,5-10,"Jackson, Kareem",CB,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,185
25,29,"San Diego, CA",Kansas,AFC,AFC-West,8,5-11,"Stuckey, Darrell",S,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,212
25,29,"Seattle, WA",Stanford,NFC,NFC-West,7,6-3,"Sherman, Richard",CB,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,195
26,29,"Kansas City, MO",Clemson,AFC,AFC-West,8,5-11,"Spiller, C.J.",RB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,200
27,29,"Chicago, IL",Northwestern,NFC,NFC-North,8,6-1,"McManis, Sherrick",DB,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,192
27,29,"Philadelphia, PA",Ohio State,NFC,NFC-East,9,6-0,"Jenkins, Malcolm",S,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,204
29,29,"Miami, FL",South Florida,AFC,AFC-East,8,6-0,"Allen, Nate",S,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,210
29,29,"Nashville, TN",Oklahoma,AFC,AFC-South,7,6-1,"Murray, DeMarco",RB,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,220
31,29,"Seattle, WA",Virginia Tech,NFC,NFC-West,8,6-3,"Chancellor, Kam",SS,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,225
32,29,"Foxboro, MA",Rutgers,AFC,AFC-East,8,5-10,"McCourty, Devin",DB,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,195
33,29,"Jacksonville, FK",Tiffin University,AFC,AFC-South,8,6-0,"Ivory, Chris",RB,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,223
34,29,"Minneapolis , MN",Rice,NFC,NFC-North,6,6-1,"Sendejo, Andrew",S,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,210
35,29,"Cleveland, OH",Rutgers,AFC,AFC-North,9,5-11,"McCourty, Jason",DB,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,195
35,29,"Minneapolis , MN",Minnesota,NFC,NFC-North,6,5-10,"Sherels, Marcus",CB,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,175
38,29,"Kansas City, MO",Newberry,AFC,AFC-West,7,6-0,"Parker, Ron",DB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,206
4,29,"St. Louis, MO",Missouri Western State,NFC,NFC-West,6,6-0,"Zuerlein, Greg",K,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,191
41,29,"Charlotte, NC",South Carolina,NFC,NFC-South,9,5-9,"Munnerlyn, Captain",CB,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,195
41,29,"Detroit, MI",Utah,NFC,NFC-North,6,6-0,"Asiata, Matt",RB,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,219
41,29,"Miami, FL",Clemson,AFC,AFC-East,7,6-1,"Maxwell, Byron",CB,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,203
42,29,"Charlotte, NC",Texas Christian,NFC,NFC-South,7,6-0,"Jones, Colin",S,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,205
42,29,"Jacksonville, FK",Toledo,AFC,AFC-South,8,6-2,"Church, Barry",S,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,218
44,29,"East Rutherford, NJ",Boston College,NFC,NFC-East,6,6-4,"Herzlich, Mark",LB,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,246
44,29,"St. Louis, MO",Ohio State,NFC,NFC-West,7,6-2,"McQuaide, Jake",LS,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,225
45,29,"Jacksonville, FK",Army,AFC,AFC-South,4,6-0,"McNary, Josh",LB,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,251
48,29,"Chicago, IL",Utah State,NFC,NFC-North,3,6-4,"Scales, Patrick",LS,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,242
5,29,"Atlanta, GA",Miami (Fla.),NFC,NFC-South,7,6-0,"Bosher, Matt",P,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,208
5,29,"Dallas, TX",Oklahoma State,NFC,NFC-East,7,6-0,"Bailey, Dan",K,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,195
50,29,"Buffalo, NY",North Dakota State,AFC,AFC-East,9,5-11,"Humber, Ramon",LB,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,232
51,29,"Oakland, CA",West Virginia,AFC,AFC-West,6,6-3,"Irvin, Bruce",OLB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,260
51,29,"Pittsburg, PA",Kansas,AFC,AFC-North,6,6-1,"Johnson, Steven",LB,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,237
52,29,"New Orleans, LA",North Texas,NFC,NFC-South,5,6-1,"Robertson, Craig",LB,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,234
53,29,"Charlotte, NC",Fresno State,NFC,NFC-South,4,6-4,"Jacobs, Ben",LB,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,240
53,29,"San Francisco, CA",Penn State,NFC,NFC-West,8,6-0,"Bowman, NaVorro",LB,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,242
54,29,"East Rutherford, NJ",North Carolina,AFC,AFC-East,7,6-2,"Carter, Bruce",LB,Jets,https://cpt.azureedge.net/NFLTeamImages/jets.png,http://www.newyorkjets.com/team/roster.html,240
54,29,"New Orleans, LA",Penn State,NFC,NFC-South,4,6-2,"Stupar, Nathan",LB,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,240
55,29,"Dallas, TX",Oregon State,NFC,NFC-East,7,6-1,"Paea, Stephen",DT,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,300
55,29,"Philadelphia, PA",Michigan,NFC,NFC-East,8,6-2,"Graham, Brandon",DE,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,265
55,29,"Pittsburg, PA",James Madison,AFC,AFC-North,8,6-0,"Moats, Arthur",LB,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,246
56,29,"Nashville, TN",Clemson,AFC,AFC-South,2,6-4,"Brown, Kourtnei",OLB,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,253
57,29,"Cincinnati, OH",Duke,AFC,AFC-North,7,6-0,"Rey, Vincent",LB,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,250
57,29,"Miami, FL",Utah,AFC,AFC-East,4,6-5,"Reilly, Trevor",LB,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,245
57,29,"Washington, DC",California,NFC,NFC-East,8,6-0,"Sundberg, Nick",LS,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,256
58,29,"Washington, DC",Stillman,NFC,NFC-East,7,6-2,"Galette, Junior",LB,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,254
61,29,"Foxboro, MA",Texas Christian,AFC,AFC-East,7,6-5,"Cannon, Marcus",OL,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,335
61,29,"San Francisco, CA",Missouri,NFC,NFC-West,7,6-4,"Barnes, Tim",C,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,306
62,29,"Buffalo, NY",Massachusetts,AFC,AFC-East,8,6-5,"Ducasse, Vladimir",G,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,329
62,29,"Miami, FL",North Carolina State,AFC,AFC-East,8,6-2,"Larsen, Ted",C/G,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,315
62,29,"Philadelphia, PA",Cincinnati,NFC,NFC-East,7,6-3,"Kelce, Jason",C,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,295
63,29,"Atlanta, GA",Air Force,NFC,NFC-South,4,6-5,"Garland, Ben",G,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,308
65,29,"Kansas City, MO",Memphis,AFC,AFC-West,4,6-6,"Devey, Jordan",OL,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,320
67,29,"San Francisco, CA",Appalachian State,NFC,NFC-West,7,6-3,"Kilgore, Daniel",C,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,308
68,29,"Glendale, AZ",Hillsdale,NFC,NFC-West,8,6-8,"Veldheer, Jared",T,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,321
7,29,"Minneapolis , MN",Houston,NFC,NFC-North,6,6-1,"Keenum, Case",QB,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,205
72,29,"San Diego, CA",LSU,AFC,AFC-West,7,6-5,"Barksdale, Joe",T,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,326
73,29,"Atlanta, GA",Valdosta State,NFC,NFC-South,5,6-7,"Schraeder, Ryan",T,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,300
74,29,"Buffalo, NY",Hampton,AFC,AFC-East,4,6-5,"Ola, Michael",T,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,312
76,29,"Detroit, MI",Eastern Michigan,NFC,NFC-North,9,6-4,"Lang, T.J.",G,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,318
76,29,"San Diego, CA",Oklahoma State,AFC,AFC-West,8,6-5,"Okung, Russell",OT,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,310
76,29,"St. Louis, MO",Indiana,NFC,NFC-West,8,6-5,"Saffold, Rodger",G,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,325
77,29,"Foxboro, MA",Colorado,AFC,AFC-East,7,6-8,"Solder, Nate",T,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,325
77,29,"Pittsburg, PA",Florida,AFC,AFC-North,7,6-6,"Gilbert, Marcus",OT,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,330
77,29,"Washington, DC",Arizona State,NFC,NFC-East,8,6-3,"Lauvao, Shawn",G,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,308
79,29,"Charlotte, NC",Tennessee,NFC,NFC-South,6,6-4,"Scott, Chris",G,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,330
79,29,"Miami, FL",Notre Dame,AFC,AFC-East,8,6-8,"Young, Sam",T,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,315
8,29,"Buffalo, NY",Temple,AFC,AFC-East,6,6-3,"Streater, Rod",WR,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,200
8,29,"Minneapolis , MN",Oklahoma,NFC,NFC-North,7,6-4,"Bradford, Sam",QB,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,224
82,29,"Pittsburg, PA",Arkansas State,AFC,AFC-North,9,6-2,"Johnson, David",TE,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,260
84,29,"Charlotte, NC",Oregon,NFC,NFC-South,8,6-4,"Dickson, Ed",TE,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,255
84,29,"Green Bay, WI",Wisconsin,NFC,NFC-North,7,6-3,"Kendricks, Lance",TE,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,250
84,29,"San Diego, CA",Henderson State,AFC,AFC-West,3,6-5,"McGrath, Sean",TE,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,259
85,29,"Indianapolis, IN",Oregon,AFC,AFC-South,5,6-3,"Williams, Brandon",TE,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,247
86,29,"New Orleans, LA",Virginia,NFC,NFC-South,8,6-5,"Phillips, John",TE,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,251
86,29,"Oakland, CA",Marshall,AFC,AFC-West,7,6-6,"Smith, Lee",TE,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,265
88,29,"Denver, CO",Georgia Tech,AFC,AFC-West,8,6-3,"Thomas, Demaryius",WR,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,229
88,29,"San Francisco, CA",Michigan State,NFC,NFC-West,6,6-5,"Celek, Garrett",TE,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,252
9,29,"Detroit, MI",Georgia,NFC,NFC-North,9,6-3,"Stafford, Matthew",QB,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,226
90,29,"Jacksonville, FK",Regina (Canada),AFC,AFC-South,5,6-5,"Charles, Stefan",DT,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,320
90,29,"New Orleans, LA",Auburn,NFC,NFC-South,6,6-4,"Fairley, Nick",DT,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,308
90,29,"San Francisco, CA",Arizona,NFC,NFC-West,8,6-3,"Mitchell, Earl",NT,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,310
90,29,"Tampa, FL",Hampton,NFC,NFC-South,6,6-2,"Baker, Chris",DE,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,320
93,29,"Tampa, FL",Oklahoma,NFC,NFC-South,8,6-4,"McCoy, Gerald",DT,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,300
94,29,"Indianapolis, IN",SMU,AFC,AFC-South,5,6-8,"Hunt, Margus",DE,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,295
94,29,"Kansas City, MO",Clemson,AFC,AFC-West,6,6-4,"Jenkins, Jarvis",DL,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,300
94,29,"Tampa, FL",Rutgers,NFC,NFC-South,6,6-4,"Johnson, George",DE,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,265
97,29,"Charlotte, NC",Troy,NFC,NFC-South,7,6-3,"Addison, Mario",DE,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,260
97,29,"Cincinnati, OH",Georgia,AFC,AFC-North,8,6-1,"Atkins, Geno",DT,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,300
97,29,"Minneapolis , MN",USC,NFC,NFC-North,7,6-3,"Griffen, Everson",DE,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,273
97,29,"Nashville, TN",Iowa,AFC,AFC-South,7,6-3,"Klug, Karl",DL,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,278
97,29,"San Francisco, CA",Florida State,NFC,NFC-West,8,6-2,"Watson, Dekoda",LB,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,245
98,29,"Glendale, AZ",Kentucky,NFC,NFC-West,8,6-3,"Peters, Corey",DT,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,305
98,29,"Green Bay, WI",Florida State,NFC,NFC-North,10,6-4,"Guion, Letroy",DT,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,322
99,29,"Chicago, IL",Texas,NFC,NFC-North,8,6-3,"Houston, Lamarr",LB,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,274
99,29,"Washington, DC",Baylor,NFC,NFC-East,5,6-3,"Taylor Sr., Phil",DL,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,343
10,30,"Denver, CO",Southern Methodist,AFC,AFC-West,8,5-11,"Sanders, Emmanuel",WR,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,180
10,30,"New Orleans, LA",Missouri,NFC,NFC-South,9,6-0,"Daniel, Chase",QB,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,225
11,30,"Cincinnati, OH",Louisiana State,AFC,AFC-North,8,6-3,"LaFell, Brandon",WR,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,210
11,30,"Tampa, FL",California,NFC,NFC-South,10,5-10,"Jackson, DeSean",WR,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,175
12,30,"Washington, DC",Texas,NFC,NFC-East,8,6-1,"McCoy, Colt",QB,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,215
14,30,"Charlotte, NC",UAB,NFC,NFC-South,8,6-4,"Webb, Joe",QB,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,230
15,30,"San Francisco, CA",Mount Union,NFC,NFC-West,10,6-0,"Garçon, Pierre",WR,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,211
17,30,"Baltimore, MD",Mississippi,AFC,AFC-North,9,6-0,"Wallace, Mike",WR,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,205
20,30,"Buffalo, NY",USC,AFC,AFC-East,7,5-11,"Wright, Shareece",CB,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,184
23,30,"Nashville, TN",Utah,AFC,AFC-South,9,5-9,"McCain, Brice",CB,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,190
24,30,"Dallas, TX",Maryland,NFC,NFC-East,8,6-1,"Carroll, Nolan",CB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,205
25,30,"New Orleans, LA",South Carolina State,NFC,NFC-South,7,5-11,"Bush, Rafael",S,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,205
26,30,"Detroit, MI",Norfolk State,NFC,NFC-North,9,5-11,"Carey, Don",S,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,202
27,30,"Glendale, AZ",Connecticut,NFC,NFC-West,10,6-0,"Branch, Tyvon",S,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,210
28,30,"Charlotte, NC",Oregon,NFC,NFC-South,10,5-10,"Stewart, Jonathan",RB,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,240
28,30,"Denver, CO",Texas,AFC,AFC-West,10,5-11,"Charles, Jamaal",RB,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,199
30,30,"Cincinnati, OH",Virginia,AFC,AFC-North,8,5-10,"Peerman, Cedric",HB,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,212
31,30,"Chicago, IL",Wyoming,NFC,NFC-North,7,6-1,"Prosinski, Chris",DB,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,213
32,30,"Dallas, TX",Boise State,NFC,NFC-East,10,5-10,"Scandrick, Orlando",CB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,196
35,30,"Philadelphia, PA",Oregon,NFC,NFC-East,8,6-0,"Blount, LeGarrette",RB,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,250
36,30,"Charlotte, NC",Villanova,NFC,NFC-South,7,5-11,"Young, Darrel",FB,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,250
4,30,"Nashville, TN",South Carolina,AFC,AFC-South,9,6-2,"Succop, Ryan",K,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,218
